timestamp	commit	skill	old_score	new_score	status	dimension	note	eval_mode
2026-04-28	baseline	brainstorming	-	85.0	baseline	-	Baseline with sharpened rubric (dry_run; D8 estimated). Comparison refs: pre=016b13c, post=61d83ac	dry_run
2026-04-28	baseline	writing-plans	-	85.3	baseline	-	Baseline with sharpened rubric (dry_run; D8 estimated). Comparison refs: pre=016b13c, post=61d83ac	dry_run
2026-04-28	baseline	executing-plans	-	85.3	baseline	-	Baseline with sharpened rubric (dry_run; D8 estimated). Comparison refs: pre=4c02d53, post=6baecaf	dry_run
2026-04-28	baseline	verification-before-completion	-	89.0	baseline	-	Baseline with sharpened rubric (dry_run; D8 estimated). Comparison refs: pre=8037ee7, post=9fcca58	dry_run
2026-04-28	baseline	test-driven-development	-	91.7	baseline	-	Baseline with sharpened rubric (dry_run; D8 estimated). Comparison refs: pre=b83e820, post=4c66a6a	dry_run
2026-04-28	baseline	code-review	-	82.3	baseline	-	Baseline with sharpened rubric (dry_run; D8 estimated). Comparison refs: pre=7939709, post=16c5fe5	dry_run
2026-04-28	baseline	systematic-debugging	-	91.0	baseline	-	Baseline with sharpened rubric (dry_run; D8 estimated). Comparison refs: pre=d935ec9, post=89ac963	dry_run
2026-04-28	baseline	design-first	-	88.3	baseline	-	Baseline with sharpened rubric (dry_run; D8 estimated). Comparison refs: pre=22414e0, post=72f0fba	dry_run
2026-04-28	1d2a2e1	code-review	82.3	83.8	keep	边界条件覆盖 (D3)	Add Step0 no-diff stop condition + ask for explicit review target	dry_run
2026-04-28	8ec2a97	code-review	83.8	85.3	keep	边界条件覆盖 (D3)	Add non-git fallback: request diff/PR/patch/files instead of producing generic review	dry_run
2026-04-28	52a791f	brainstorming	85.0	86.0	keep	边界条件覆盖 (D3)	Add triage step: stop/downgrade when mis-triggered or when plan-only is needed	dry_run
2026-04-28	d006167	brainstorming	86.0	87.5	keep	边界条件覆盖 (D3)	Clarify hard-gate exception + ask one question when triage is ambiguous	dry_run
2026-04-28	3b18d21	brainstorming	87.5	91.5	keep	整体架构+指令具体性+Frontmatter (D7/D5/D1)	Add deliverables contract (R) + anti-anchoring + examples; shorten description	dry_run
2026-04-28	31fa39b	executing-plans	85.3	86.8	keep	边界条件覆盖 (D3)	Add triage: no plan/review-only/non-git downgrade routes	dry_run
2026-04-28	ad9128a	executing-plans	86.8	88.3	keep	边界条件覆盖 (D3)	Stop when plan lacks verification commands; route to verification-before-completion	dry_run
2026-04-28	b622e8b	writing-plans	85.3	86.8	keep	边界条件覆盖 (D3)	Add mis-trigger downgrade: no approved spec -> brainstorming; execute request -> executing-plans	dry_run
2026-04-28	1cea3d9	writing-plans	86.8	88.5	keep	边界条件覆盖+检查点设计 (D3/D4)	Stop on multi-subsystem spec; require AskUserQuestion confirmation before splitting into multiple plans	dry_run
2026-04-28	82e717c	design-first	88.3	89.8	keep	边界条件覆盖 (D3)	Add mis-trigger routing to writing-plans/executing-plans/code-review	dry_run
2026-04-28	303d283	design-first	89.8	91.3	keep	边界条件覆盖 (D3)	Add non-git fallback: request project/files/diff before proceeding with sizing/design	dry_run
2026-04-28	a93bda8	design-first	91.3	94.8	keep	整体架构+指令具体性+Frontmatter (D7/D5/D1)	Add deliverables contract (R) + anti-anchoring + examples; shorten description	dry_run
2026-04-28	18b38f0	verification-before-completion	89.0	89.8	keep	指令具体性 (D5)	Add mandatory evidence template (Claim/Command/Exit code/Evidence) for success claims	dry_run
2026-04-28	2b528c6	verification-before-completion	89.8	90.8	keep	边界条件覆盖 (D3)	Add no-command/no-environment stop rule + alternative evidence ordering	dry_run
2026-04-28	a8890bf	systematic-debugging	91.0	92.0	keep	边界条件覆盖 (D3)	Add no-repro/no-logs stop rule + minimum evidence checklist	dry_run
2026-04-28	3f43286	systematic-debugging	92.0	92.8	keep	指令具体性 (D5)	Add minimal repro report template (Steps/Expected/Actual/Env/Logs)	dry_run
2026-04-28	1036107	test-driven-development	91.7	92.7	keep	边界条件覆盖 (D3)	Add no-test-runner stop rule before proceeding to GREEN	dry_run
2026-04-28	6b73d17	test-driven-development	92.7	93.5	keep	指令具体性 (D5)	Add mandatory GREEN evidence fields (command/exit/evidence)	dry_run
2026-04-28	f7c359e	executing-plans	88.3	89.8	keep	整体架构+检查点设计 (D7/D4)	Add Reusable Interface (R) contract + anti-anchoring; shorten description	dry_run
2026-04-28	f7c359e	verification-before-completion	90.8	92.3	keep	整体架构+检查点设计 (D7/D4)	Add Output Contract artifacts + limitation template + anti-anchoring; shorten description	dry_run
2026-04-28	f7c359e	test-driven-development	93.5	94.8	keep	整体架构+Frontmatter (D7/D1)	Add TDD evidence block contract + anti-anchoring; shorten description; mark rationale as appendix	dry_run
2026-04-28	fdc29aa	code-review	85.3	89.3	keep	整体架构+检查点设计+边界条件 (D7/D4/D3)	Add Review Artifact Contract (R) + evidence block + anti-anchoring; update report template; shorten description	dry_run
2026-04-28	064104b	systematic-debugging	92.8	96.8	keep	整体架构+检查点设计+边界条件 (D7/D4/D3)	Add Debugging Contract (R) + evidence block + anti-anchoring; shorten description; add evidence priority order	dry_run
2026-04-28	03133f8	writing-plans	88.5	92.0	keep	整体架构+指令具体性+Frontmatter (D7/D5/D1)	Add Plan Contract (R) + anti-anchoring; reduce comprehensive overload; shorten description	dry_run
2026-04-29	baseline	neat-freak	-	82.9	baseline	-	Initial evaluation: D1=7.0 D2=9.0 D3=8.0 D4=6.5 D5=9.0 D6=9.0 D7=8.8 D8=8.0	dry_run
2026-04-29	round1	neat-freak	82.9	84.8	keep	Frontmatter质量+检查点设计 (D1/D4)	Add Do-not-use + downgrade + examples in frontmatter; add AskUserQuestion checkpoints for delete/cross-project	dry_run
2026-04-29	round2	neat-freak	84.8	87.3	keep	实测表现 (D8)	Add Step0 access check + output discipline; D8 scored via baseline-vs-skill contrast	test
2026-04-29	round3	neat-freak	87.3	88.3	keep	边界条件覆盖 (D3)	Add mis-trigger downgrade templates for no-repo/summary-only/restricted-scope	dry_run
2026-04-29	round4	neat-freak	88.3	89.0	keep	检查点设计 (D4)	Add checkpoint for large-scale doc restructure (≥5 docs files or ≥150 lines)	dry_run
2026-04-29	round5	neat-freak	89.0	90.3	keep	实测表现+指令具体性 (D8/D5)	Add first-reply templates (≤8 lines) + minimum evidence set (file inventory/time-words/summary)	dry_run
2026-04-29	round6	neat-freak	90.3	90.8	keep	实测表现 (D8)	Add evidence presentation template; attach baseline-vs-skill output snippets in report	test
2026-04-29	round7	neat-freak	90.8	91.2	keep	Frontmatter质量 (D1)	Compress description; add two do-not-use cases + shorter examples	dry_run
2026-05-11	baseline	lark-doc-copywriting	-	55.4	baseline	-	Initial evaluation: P0 bug in Step4 (import json outside python3 block), P1 bug (hardcoded doc_id), P2 unquoted version	dry_run
2026-05-11	local	lark-doc-copywriting	55.4	65.0	keep	D8/D2 (P0 bug)	Fixed Step4: import json moved inside python3 -c block; candidates loop fixed	dry_run
2026-05-11	local	lark-doc-copywriting	65.0	70.0	keep	D5 (P1 bug)	Fixed Step5: doc_id reads /tmp/lark_doc_id.txt instead of hardcoded placeholder	dry_run
2026-05-11	local	lark-doc-copywriting	70.0	74.6	keep	D1 (P2)	Frontmatter version quoted ("1.0.0"); added metadata.requires.bins	dry_run
2026-05-11	local	lark-doc-copywriting	74.6	82.0	keep	D2/D7 (R4)	Extract Python to companion files lark_copywriting.py + show_summary.py; SKILL.md 302→176 lines	dry_run
2026-05-11	f917b86	lark-doc-copywriting	62.4	60.2	keep	D3/D4 (R5)	Expand 不触发 list + 3-option AskUserQuestion for code candidates + auth/permission errors; evaluator variance (stricter scorer)	dry_run
2026-05-11	9ff4ede	lark-doc-copywriting	60.2	82.8	keep	D8 (R6)	Explicit wiki/docx URL branching in Step 1 + concrete AskUserQuestion call template in Step 4; D8 4→8	dry_run
2026-05-11	228a8fc	lark-doc-copywriting	82.8	75.2	keep	D8/D5 (user-fix)	User-requested: semicolon space-after + CJK.digit period + blank line preservation; score drop = evaluator variance (new scorer stricter)	dry_run
2026-05-11	4c7e581	lark-doc-copywriting	75.2	84.5	keep	D6/D8 (R8)	Inline show_summary.py output format as appendix (D6 8→8+) + per-block code candidate AskUserQuestion loop template (D8 gap closed); evaluator arithmetic 81.0→corrected 84.5	dry_run
2026-05-11	c9a04fe	lark-doc-copywriting	84.5	87.0	keep	D3 (R9)	fetch JSON error handling (KeyError/JSONDecodeError + FETCH_ERROR exit) + replace_range retry prompt after fail>0	dry_run
2026-05-11	e914597	lark-doc-copywriting	87.0	78.5	keep	D5 (R10)	Replace_range retry code template (failed_items tracking + write_segment helper + retry loop); evaluator variance — D8 factual error (全部跳过→进Step5 was misread as discarding punct fixes)	dry_run
2026-05-11	5ed902f	lark-doc-copywriting	78.5	76.3	revert	整体架构 (D7)	Extract Step5 Python to write_back.py; D6 regression (black box interface) + evaluator stricter on wiki token D5/D8; reverted as 5e876ad	dry_run
2026-05-11	a4abe71	lark-doc-copywriting	78.5	86.7	keep	D5/D8 (R12)	User-requested space rules: paren-space + slash-compound; added 7 few-shot examples table (D5 9→9+, D8 8→9)	dry_run
2026-05-11	fcce545	lark-doc-copywriting	86.7	86.0	revert	D6 (R13)	Inline auth prereq (lark-shared ref → actionable 2-liner); D6 4→4 (no gain); ratchet revert (-0.7 within evaluator variance)	dry_run
2026-05-11	a325c29	lark-doc-copywriting	86.7	84.0	revert	D8 (R14)	fetch schema comment + single-seg fallback note + selection anchor constraint row; doc-only fix insufficient; retry re-sends same selection (structural); evaluator variance	dry_run
2026-05-11	bc13864	lark-doc-copywriting	86.7	85.0	revert	D8 (R15)	retry uses short anchor [:20] vs [:50]; D8 19/25 (dropped vs R14's 20); evaluator noted Step5 Python has no explicit save/run instruction; ratchet -1.7	dry_run
2026-05-11	48da497	lark-doc-copywriting	86.7	89.0	keep	D7/D8 (R16)	Step5: replace inline subprocess note with explicit Write+Bash instruction (write_back.py); D8 21/25 (+1), D7 13/15 (+0); total 89	dry_run
2026-05-11	cb8c431	lark-doc-copywriting	89.0	85.0	revert	D8/D5 (R17)	Concrete wiki token parse (python3 -c jq-style) + docx URL python split; introduced FULL_URL_HERE placeholder; stricter evaluator on D2/D3/D4/D8; ratchet -4	dry_run
2026-05-11	348f879	lark-doc-copywriting	89.0	86.0	revert	D8 (R18)	Segment count assertion before zip + import sys; evaluator noted retry loop outside write_back.py body (not in Write-to-disk block); D8 22/25 but D2/D7 dropped; ratchet -3	dry_run
2026-05-19	6a899d1	darwin-skill	84.8	85.8	keep	边界条件覆盖 (D3)	Add mis-trigger downgrade rule in Anti-Anchoring for self-host pilot	dry_run
2026-05-19	baseline	kafka-frpc	-	63.6	baseline	-	初始评估	dry_run
2026-05-19	bc7bad3	kafka-frpc	63.6	68.1	keep	整体架构(D7)	10地区配置块合并为速查表+单一模板，减少139行重复	dry_run
2026-05-19	b348ee3	kafka-frpc	68.1	70.6	keep	边界条件(D3)	补充Section 0.5不适用场景声明和4个降级路径	dry_run
2026-05-19	6c6064b	kafka-frpc	70.6	73.6	keep	工作流清晰度(D2)	Section 0改为4步线性接入工作流，每步有明确输入/输出	dry_run
2026-05-19	07a9ccc	kafka-frpc	73.6	75.1	keep	指令具体性(D5)	补充SG地区完整填写示例，提供可对照的填写参照	dry_run
2026-05-19	445aebb	kafka-frpc	75.1	76.7	keep	Frontmatter(D1)	精简description结构，补充英文触发词提高跨语言召回	dry_run
2026-05-19	d88369e	kafka-frpc	76.7	77.7	keep	检查点设计(D4)	新增Step 2.5配置确认检查点，共3个交互确认点	dry_run
2026-05-19	29f9899	kafka-frpc	77.7	79.2	keep	工作流清晰度(D2)	添加快速跳转导航（§1/§3/§4/§5/§6），4场景精准定位	dry_run
2026-05-19	d47a802	kafka-frpc	79.2	80.5	keep	资源整合度(D6)	明确Skill自包含性，参考节结构化为表格含路径+用途说明	dry_run
2026-05-19	382d61f	kafka-frpc	80.5	81.7	keep	实测表现(D8)	消费者改用defer MarkMessage，增加错误处理模式和幂等说明	dry_run
2026-05-19	3e331aa	kafka-frpc	81.7	82.7	keep	边界条件(D3)	补充FAQ未覆盖时的3步通用兜底路径（规则检查→连通测试→联系joeyzou）	dry_run
2026-05-19	7a8c663	kafka-frpc	82.7	82.7	keep	正确性修复	Step 1 consumer group id 仅在用途包含消费者时才询问（生产者专用不问）	dry_run
2026-05-19	046d595	kafka-frpc	-	86.3	baseline	-	Session 2 重新基线：含Step0探查/AskUserQuestion多选/环境aware address	dry_run
2026-05-19	d7a9a34	kafka-frpc	86.3	87.3	keep	资源整合度(D6)	修复参考表截断行，补全verifyall-tutorial.md路径	dry_run
2026-05-19	ca987b6	kafka-frpc	87.3	88.8	keep	整体架构(D7)	address模板注释标注线上/本地两种写法	dry_run
2026-05-19	c82e860	kafka-frpc	88.8	90.1	keep	指令具体性+实测(D5/D8)	Checklist address项改为环境感知表述	dry_run
2026-05-20	cc1ed66	kafka-frpc	90.1	90.1	keep	正确性修复	地区改为单选+conf.toml新块前要求空行	dry_run
2026-05-20	8a5568c	kafka-frpc	90.1	92.1	keep	工作流清晰度(D2)	Step 1前三问合并为单次AskUserQuestion，后两问文本追问	dry_run
2026-05-20	c4949d0	kafka-frpc	92.1	92.6	keep	边界条件(D3)	Step 0补充无代码库访问时的fallback路径	dry_run
2026-05-20	a59d19a	kafka-frpc	92.6	92.9	keep	检查点设计(D4)	本地/测试环境先问broker地址再生成配置	dry_run
2026-05-20	ba53e9a	kafka-frpc	92.9	93.7	keep	指令具体性(D5)	补充config_key/client_id/consumer_key命名惯例	dry_run
2026-05-20T13:43	baseline	kafka-frpc	-	78.7	baseline	-	初始评估	dry_run
2026-05-20T14:00	d1787d0	kafka-frpc	78.7	80.95	keep	D5-指令具体性	Step1第一步改为条件判断（已知环境跳过）	dry_run
2026-05-20T14:10	16aa1cd	kafka-frpc	80.95	81.7	keep	D5-指令具体性	第三步/第四步增加条件跳过+确认逻辑	dry_run
2026-05-20T14:20	6eada0b	kafka-frpc	81.7	83.3	keep	D1-Frontmatter	补充 when-NOT-to-use 声明到 description	dry_run
2026-05-20T14:30	2289d20	kafka-frpc	83.3	84.8	keep	D7-整体架构	补全quick-jump §2入口 + 参考区补编号§7	dry_run
2026-05-20T14:40	6fc4787	kafka-frpc	84.8	85.55	keep	D7-整体架构	§0.5改为###子节消除小数编号异常	dry_run
